degree,label,gene_list
11,0,CARD10
60,0,LEAP2
3,0,HRNR
13,0,XK
578,0,CYP46A1
24,0,ZMAT2
266,0,OGDHL
2,0,RAB11B
5,0,DKK4
408,0,LAMP3
11,0,SPINK5
295,0,VPS25
157,0,OPHN1
159,0,UGGT2
78,0,UBE2A
114,0,ACTR3B
566,0,MDH1B
27,0,CEACAM8
36,0,MORC2
132,0,RAVER1
21,0,LOXHD1
267,0,KIF14
110,0,ITGB1BP2
78,0,NSUN3
101,0,CARD17
88,0,SLC30A5
60,0,OMG
303,0,NRP1
30,0,IGFALS
8,0,CBX3
20,0,RAB33A
5,0,FCN2
5,0,TBPL1
79,0,IL15RA
2,0,GABRD
196,0,SFN
261,0,GABRB3
268,0,STXBP4
62,0,KBTBD2
725,0,TTBK2
40,0,SORCS2
93,0,ZNF160
105,0,EIF2A
107,0,TCFL5
153,0,ALPL
12,0,WDR81
257,0,RALGAPB
34,0,TMEM99
4,0,HSPA1B
278,0,WDR12
409,0,ATXN2L
2,0,TSSK1B
94,0,TMEM147
291,0,USP26
60,0,DGCR6L
230,0,ECI2
67,0,ELOVL6
4,0,ABCA4
15,0,ATP7B
94,0,FANCM
16,0,TLE2
199,0,STRA8
170,0,PNCK
5,0,C17orf49
264,0,SLC39A13
28,0,COX19
146,0,FAM65A
153,0,RAB11FIP3
72,0,VRK1
259,0,ALG3
104,0,UBE2Q2
589,0,INTU
356,0,CBFA2T2
701,0,CDK20
212,0,OSM
501,0,PJA1
387,0,CCDC57
157,0,RBMX
20,0,ATF6
74,0,THAP5
34,0,ARL2BP
2,0,ARRDC4
8,0,OTC
33,0,ZNF786
312,0,CTNNA3
111,0,CCDC91
8,0,HLA-DQA2
64,0,CDK7
193,0,CYP3A5
77,0,GPR26
83,0,PCMT1
28,0,KLF12
259,0,SHANK1
2,0,NDST1
163,0,CSNK2A1
51,0,DLGAP1
122,0,KCNE1
109,0,SNX22
6,0,CD177
160,0,SMARCA1
33,0,PPP2R1B
243,0,TRPC6
214,0,MRPS2
74,0,VDAC3
552,0,BEND6
322,0,DOC2A
209,0,CLDN8
48,0,AGPAT1
192,0,FBXO16
545,0,ZNF500
16,0,INHBB
2,0,WDR87
475,0,FAM26E
9,0,HIC2
224,0,TEAD2
183,0,TNRC18
22,0,KPNA7
42,0,VPS8
88,0,CSNK1A1
107,0,SUPT5H
4,0,YY1
165,0,NMNAT3
315,0,TIE1
247,0,RNF38
138,0,TMEM79
312,0,ADAMTS5
104,0,BOLA2
402,0,SIGLEC10
33,0,GOSR1
370,0,FASLG
268,0,AP1S1
275,0,NAV1
15,0,UCK2
56,0,CDC123
26,0,DTNBP1
235,0,C11orf58
237,0,ZNF329
19,0,MAN1A2
19,0,PSMF1
149,0,ST6GALNAC5
18,0,UFSP1
2,0,HIST2H2AC
188,0,IFITM1
30,0,TPPP
12,0,GABRA2
540,0,TERF1
35,0,SRPK2
26,0,IGFL3
15,0,GLP2R
131,0,TTYH2
303,0,ENTPD7
30,0,SNAPIN
7,0,GLYAT
93,0,PLXDC1
140,0,RPS2
294,0,CT45A1
121,0,RPL27A
16,0,ALKBH1
285,0,ACADM
233,0,HNRNPUL1
46,0,UNC50
671,0,ZDHHC12
23,0,MED16
62,0,SNRPD2
709,0,WIPF1
153,0,TTC27
45,0,DISC1
221,0,CHCHD4
20,0,TSEN34
18,0,FZD9
47,0,ENKUR
244,0,KIAA1683
414,0,SP110
138,0,FAM173A
4,0,ALDOC
261,0,NDP
9,0,HS1BP3
354,0,STRAP
128,0,ECHDC2
63,0,ENO1
143,0,RPL4
282,0,ACTL7A
17,0,CAPNS1
275,0,B3GALNT1
723,0,EFHC1
21,0,SLC13A5
3,0,UBE2W
304,0,ADAM2
287,0,ZBTB32
66,0,ACTG1
53,0,IFIT2
234,0,NOP16
175,0,TMEM201
356,0,EPHA10
141,0,USP5
20,0,ARSB
487,0,VPS13B
2,0,POU1F1
133,0,RPL39
279,0,CENPF
337,0,ZNF227
28,0,CCDC158
28,0,NPBWR2
19,0,RANBP10
131,0,NKX2-8
183,0,MNS1
149,0,FAM24B
104,0,POLR2F
255,0,PJA2
151,0,MKLN1
320,0,CD2AP
9,0,PTPN4
47,0,TSC22D3
266,0,C1QTNF1
136,0,TPK1
31,0,EXOSC3
103,0,GCSH
207,0,SCNN1B
2,0,OR52J3
16,0,DENND4A
297,0,PRTFDC1
553,0,TUFM
483,0,STAP2
6,0,MAP6D1
594,0,HSPB2
2,0,GKN2
334,0,MRPL2
10,0,GNPTAB
225,0,LACTB2
8,0,EEFSEC
34,0,CLCC1
52,0,AJAP1
156,0,SENP8
33,0,PCYT2
27,0,UBE3B
198,0,DNASE1
56,0,MCEE
25,0,CAPN2
99,0,FAM124A
85,0,MNT
503,0,CD99L2
14,0,RSAD2
249,0,KIF5A
216,0,KIAA1875
43,0,GULP1
313,0,CLEC17A
164,0,KREMEN2
222,0,GSS
49,0,TOR1AIP2
804,0,MAP6
489,0,IL1RN
38,0,CLDN17
89,0,PRSS3
7,0,SLC7A8
4,0,F2RL2
399,0,AQP3
35,0,IDO1
300,0,SNCAIP
372,0,TNPO2
189,0,NDUFA4
107,0,ZNF143
329,0,TNK1
362,0,GAS8
340,0,MYO5B
144,0,RARS
223,0,WDHD1
120,0,CHRNB2
185,0,AVPR2
152,0,RPA1
2,0,OR1A2
125,0,HINT3
2,0,DUSP10
47,0,TLE4
185,0,VARS
283,0,DRP2
98,0,URB1
2,0,SCGB1A1
201,0,WDR48
390,0,DGKE
2,0,USP17L2
17,0,USP35
36,0,ATOX1
16,0,HDC
72,0,AADAT
17,0,TMCC1
64,0,PPM1J
78,0,RAE1
92,0,CYP2B6
9,0,OR2T10
136,0,PIK3C3
92,0,VPS41
352,0,TNFRSF9
11,0,TRIM62
25,0,ASTL
552,0,PRKD2
10,0,DDX11
13,0,MYO18A
88,0,ZDHHC6
23,0,RPA2
123,0,GCNT1
305,0,ATPIF1
463,0,TTC17
114,0,ZNF576
11,0,CENPB
73,0,DLX4
3,0,CYP2A6
4,0,ALX3
3,0,CFHR1
41,0,WWC2
25,0,DGAT1
230,0,A2M
538,0,MPDZ
151,0,FOXA3
208,0,PKDCC
15,0,EIF4EBP2
256,0,RBM45
75,0,NPTN
363,0,RBM11
9,0,LUC7L2
2,0,MAP1LC3B2
129,0,CADM1
153,0,TREX1
169,0,PSMB10
400,0,PARP12
142,0,BEST1
690,0,VGLL3
212,0,RAD54L
9,0,CCL19
12,0,ARG1
46,0,PAPSS2
24,0,HIST1H2AC
192,0,UTP6
599,0,SGCE
388,0,IFT122
151,0,MKL1
349,0,CD44
30,0,SS18L2
550,0,CD4
27,0,CDK18
3,0,SEMG1
2,0,ING2
3,0,MIA
740,0,PPP3CB
33,0,EDN1
18,0,FBXO34
55,0,DNMT3B
76,0,FGGY
9,0,TULP2
278,0,CCL24
217,0,PELP1
402,0,GSDMD
404,0,CCDC40
29,0,FXYD7
39,0,PLEKHG5
387,0,CENPK
37,0,EAPP
178,0,DSG2
364,0,RECQL
233,0,EDIL3
415,0,TMOD1
243,0,SLC4A8
2,0,APOA4
337,0,CNTROB
198,0,HIP1R
17,0,GTF2E2
155,0,TRIP13
31,0,ELANE
297,0,CYLC2
2,0,HEXIM1
2,0,GDF7
110,0,LY6H
163,0,ARHGAP19
85,0,PHKA2
6,0,PTGER1
27,0,KLHDC3
58,0,CEP70
377,0,GRM6
169,0,INVS
151,0,NEDD8
81,0,ZNF845
8,0,GIT2
116,0,ISCU
17,0,ANAPC16
91,0,DAPK3
14,0,FGF6
53,0,HPS3
657,0,SLC26A10
225,0,LRBA
295,0,MOS
9,0,CHST12
725,0,MCAM
639,0,GPR135
11,0,RRAS2
35,0,PHGDH
216,0,SUN1
31,0,LRP5
7,0,PTGDS
165,0,NFKBID
634,0,ST14
126,0,FGFR1OP2
187,0,SULT1B1
337,0,DHX38
270,0,FAN1
32,0,PLEKHM1
54,0,SLC38A9
2,0,GLP1R
2,0,TNFSF18
154,0,SNRNP40
135,0,RPL27
2,0,CCDC33
39,0,MGST1
13,0,RPP21
103,0,COQ7
311,0,MCMBP
47,0,MAPRE2
14,0,RAB13
3,0,ELOVL3
52,0,S100A13
2,0,OR52A5
304,0,ILK
12,0,IDI2
414,0,LSM4
37,0,SLC22A5
112,0,IL4I1
8,0,ADRA2B
4,0,ERAP1
53,0,MLXIPL
160,0,SNAPC3
25,0,DCXR
542,0,TTC28
242,0,GRM5
52,0,RBM14
366,0,TAP1
2,0,GP5
58,0,STRADB
3,0,WLS
91,0,KIR2DL3
54,0,SAP30
47,0,SMAP1
272,0,TRIM34
571,0,CYTH4
2,0,TBX5
173,0,RRBP1
342,0,PKIG
44,0,TASP1
20,0,PMPCB
148,0,NEK5
327,0,RAB8B
95,0,RRN3
222,0,SYT13
27,0,EMID1
32,0,RNF167
3,0,ADH1A
690,0,TRAF3IP3
2,0,RPSAP58
25,0,SNX2
756,0,LLGL2
129,0,TBL2
604,0,HSH2D
198,0,GLRX2
2,0,SLURP1
26,0,TBC1D15
59,0,COQ2
117,0,SOX10
195,0,PPAN
2,0,HIST1H4B
73,0,MAN1C1
82,0,RGS11
214,0,FMNL3
17,0,DOCK4
71,0,CPNE2
37,0,AP3B1
13,0,CST6
57,0,SLC9A2
74,0,PET117
838,0,SSPN
23,0,MIF
2,0,TMOD4
114,0,LSG1
13,0,ARFRP1
113,0,KAT8
161,0,CSH1
391,0,CENPM
182,0,EIF3B
382,0,ABCD4
455,0,TCEAL4
74,0,FDPS
71,0,SNRPA
22,0,FAM189B
149,0,WDR77
513,0,ARMC9
92,0,MTAP
134,0,PYGM
351,0,GLRX5
119,0,ACADVL
141,0,COL24A1
613,0,CD5
80,0,ARL8B
8,0,TOPORS
11,0,RMND5A
20,0,WIZ
658,0,KCTD7
96,0,PDE12
36,0,BMP8B
527,0,HOOK1
8,0,TMEM181
245,0,MST1
19,0,SEC14L1
264,0,NDUFAF2
163,0,POP4
477,0,IGSF9
11,0,SCGB3A1
2,0,UPK1A
348,0,LILRB3
5,0,STRA13
338,0,ARHGAP8
73,0,TMEM40
470,0,COL4A1
129,0,ERMP1
452,0,PKP3
4,0,PIGX
35,0,MAST4
12,0,GNG10
55,0,ADRA2A
410,0,EFEMP1
144,0,IRF9
604,0,COL14A1
39,0,TP53I3
430,0,ATF2
192,0,MT-CO3
106,0,FAM109B
431,0,FOXP3
248,0,POC1A
131,0,GGT5
166,0,ULK3
75,0,ELOVL2
31,0,UBE2R2
790,0,ZNF599
124,0,FKBP8
656,0,ZNF136
67,0,ABCC8
112,0,SMC4
27,0,PSMD5
305,0,SPZ1
311,0,TGFBR3
11,0,STC2
454,0,ZNF101
289,0,SNRNP70
106,0,CLCNKB
63,0,PODXL
336,0,IFITM2
713,0,CAV1
174,0,COQ5
18,0,PDCD10
323,0,KIAA1522
42,0,ATP6AP2
49,0,HIF1AN
2,0,OR8I2
3,0,HPR
76,0,CDK11B
75,0,TBCC
67,0,PRR7
239,0,MUC15
19,0,SCD
72,0,CNOT10
28,0,RASGRF1
39,0,ZNF460
75,0,HDLBP
142,0,ST18
467,0,ARGLU1
523,0,CHP1
251,0,PRRG4
63,0,STAG3
2,0,FLII
9,0,HCRTR2
24,0,BCO2
140,0,DCBLD2
4,0,NR1D1
14,0,XPOT
238,0,NKPD1
328,0,ZNF347
2,0,OR2V1
47,0,NODAL
66,0,SARDH
81,0,ASB4
3,0,ULBP1
35,0,NTF3
122,0,DLX5
282,0,MBD3L1
11,0,PDE9A
19,0,ACTA1
2,0,NTS
43,0,ADARB2
605,0,DIP2C
340,0,TMEM173
156,0,TSPAN17
38,0,STIM2
48,0,PUM2
88,0,OR2AK2
229,0,TOMM40
322,0,NUP133
256,0,KCNQ4
109,0,TXNDC11
35,0,BZW1
36,0,TNFRSF19
2,0,COMMD7
16,0,HTT
298,0,ZDHHC23
13,0,AMY1C
146,0,NLGN3
54,0,UBR4
63,0,PLEKHF1
317,0,GGA1
2,0,HIST1H2AK
460,0,S1PR4
106,0,SNRNP27
68,0,SLC16A8
212,0,COPS6
96,0,PURA
12,0,FBXW4
200,0,MTMR3
160,0,LEMD3
182,0,RACGAP1
75,0,SLC11A2
328,0,ZNF446
92,0,ACY1
59,0,HMGN3
14,0,FOSB
112,0,RAB27A
346,0,B3GNT3
66,0,SCAP
93,0,CCDC113
141,0,RPLP1
174,0,NRM
3,0,CHRNA1
171,0,HELZ
2,0,SLC3A2
103,0,MAPK11
80,0,CRABP2
186,0,CCT5
35,0,AGGF1
2,0,PDE4A
82,0,EEF2
13,0,INSRR
9,0,ESR2
618,0,NRSN2
46,0,TADA3
19,0,DGKD
2,0,GRPR
541,0,UQCR10
21,0,RPP30
255,0,ARHGAP40
32,0,BACE1
76,0,KCNB1
16,0,ALAD
60,0,HEYL
495,0,NUP160
8,0,ANKRD32
16,0,LENG1
161,0,MRPL22
2,0,OR51I1
323,0,RNF128
125,0,KDELR2
106,0,RPS29
493,0,CDCA8
376,0,OSBPL5
219,0,ZNF438
18,0,TXNRD1
26,0,OSBPL6
120,0,OR51G1
297,0,MAGEB3
470,0,CBX1
46,0,CFHR5
125,0,VGLL1
5,0,MYO16
248,0,RNF39
435,0,F2RL1
16,0,COMMD8
72,0,TNR
5,0,NHEJ1
7,0,SIM2
13,0,MAPK14
87,0,THBS4
82,0,U2AF1L4
69,0,CCK
75,0,TEX2
4,0,NMT1
68,0,LRWD1
145,0,ARFGEF1
481,0,MAPK10
125,0,RPL3
62,0,HHLA2
518,0,GPR132
6,0,KCNS3
80,0,RNF187
33,0,CHAT
164,0,DUS3L
351,0,NUCKS1
9,0,INSIG1
329,0,HINT2
224,0,SYNPO
3,0,PDE3B
20,0,C4A
131,0,ARHGEF19
19,0,DEFA6
528,0,RSF1
33,0,KCTD18
20,0,EMG1
7,0,MUC12
6,0,IVL
226,0,ANXA6
14,0,RFX5
123,0,SLC31A2
234,0,SRSF1
281,0,ZBTB37
69,0,FAM107B
198,0,C10orf107
125,0,VAMP3
235,0,KLHL22
234,0,OR52D1
98,0,SLCO2B1
137,0,RIMS1
39,0,PDGFD
126,0,POLR3A
6,0,ZNF24
231,0,TWIST1
633,0,CD7
114,0,HOXD9
151,0,STX7
210,0,PAH
71,0,KDM4B
46,0,HUNK
14,0,TRPM7
3,0,TNNT2
16,0,TCEANC
256,0,MYCT1
218,0,PLS3
15,0,NCBP2
203,0,HSPA4
18,0,FOXP4
36,0,SPATA2L
303,0,RBM39
175,0,COPS2
171,0,DLG2
88,0,RETSAT
8,0,MAGED4
15,0,GNA14
458,0,APOBEC3D
360,0,EDC4
286,0,DMRTB1
236,0,ABCA7
299,0,NR2F2
22,0,SRBD1
50,0,ABCC6
72,0,CTSH
243,0,CNKSR1
3,0,CERK
202,0,MT-ND4
4,0,BCAR1
151,0,LONRF1
2,0,UNC13B
29,0,TJP1
110,0,HCN2
44,0,PPP6R1
21,0,THRB
63,0,KCNAB2
28,0,TESC
10,0,RNF13
10,0,KLK7
83,0,TNFRSF8
381,0,BARX2
33,0,ENSA
2,0,KERA
457,0,RHBDF1
4,0,TSLP
6,0,FAM89B
441,0,EDNRA
6,0,HSPA1A
334,0,DOK3
64,0,B4GALT6
311,0,FAM122B
368,0,HES2
178,0,APOL6
75,0,PPP2CB
39,0,NMUR1
102,0,SLC35B1
162,0,FAM198A
66,0,KCNJ6
10,0,USE1
591,0,ROCK1
123,0,ACTR2
173,0,CYGB
168,0,EIF4A1
7,0,UBQLN4
19,0,STX1B
218,0,GPR17
358,0,TTLL1
11,0,FOXG1
48,0,CAMK2G
284,0,POLA1
278,0,HSD17B8
192,0,H2AFV
60,0,KRT36
171,0,TRIP12
52,0,NCKAP5L
242,0,HMGXB4
164,0,RNASEH1
170,0,FCGR1A
828,0,NACAD
55,0,RASAL2
146,0,PPAT
36,0,ALDH3B2
49,0,SCML1
2,0,TAF8
13,0,SNX12
107,0,MAK16
49,0,EPRS
21,0,BLCAP
461,0,MTA3
264,0,PCK2
2,0,CNTF
728,0,LPAR2
221,0,CAPN1
115,0,ACYP2
54,0,MRPL18
308,0,BANK1
71,0,HSD17B11
254,0,IQUB
273,0,CLSPN
226,0,TAF1A
250,0,AP5Z1
85,0,USP9X
2,0,OR4C15
3,0,TAS2R3
21,0,TMTC4
7,0,NMB
96,0,ZNF718
85,0,SRCIN1
205,0,ACVR2B
2,0,SEBOX
381,0,HLA-DRB1
178,0,PEX7
83,0,LECT2
224,0,MRPL35
24,0,OXCT1
494,0,NDUFA7
91,0,NHP2
192,0,ARV1
2,0,ARL15
4,0,NCOA7
145,0,MARCH4
142,0,GALNT15
54,0,SV2C
472,0,KIAA0101
3,0,CYP3A43
25,0,C4B
405,0,KIFAP3
787,0,LRRC49
2,0,DKKL1
17,0,KRTAP3-1
47,0,NDFIP1
585,0,SEMA4F
110,0,CREB3
116,0,LIMS1
343,0,KCNIP3
3,0,RAPGEF5
72,0,SNX16
184,0,MGAT1
2,0,PPEF2
220,0,TTC1
175,0,CHD1
569,0,NGFRAP1
938,0,JAM3
25,0,CCDC85B
13,0,PLA2G15
4,0,GUCA2A
3,0,TUBB
163,0,NPAS4
371,0,FRA10AC1
18,0,CTU1
27,0,HOXB5
63,0,ZFP64
15,0,CSRP3
144,0,PRR5L
131,0,CLDN15
172,0,LETM1
11,0,NLRX1
385,0,SAMD9
6,0,RASSF4
3,0,NKX2-3
17,0,KLF1
268,0,MRPS18A
46,0,DAAM2
52,0,CDKN1C
518,0,GPSM3
2,0,LHB
45,0,FOXP2
12,0,MERTK
247,0,PSG3
131,0,RPS27
2,0,GHRHR
232,0,JUP
73,0,YIPF3
86,0,PSPC1
107,0,AMOTL1
30,0,BAG1
15,0,MPP5
296,0,SH3BGRL3
248,0,DTHD1
149,0,PPP1R12C
44,0,CPNE3
413,0,ERP29
247,0,SYT14
3,0,DIABLO
65,0,TADA2B
99,0,GLRB
229,0,TMEM186
5,0,EHD3
50,0,DPF3
129,0,SGTA
183,0,MRPL38
349,0,ARHGEF1
449,0,ARRDC5
9,0,B3GALT6
5,0,PTP4A1
100,0,TOE1
10,0,SLC26A8
211,0,CDC42EP3
12,0,KLF11
70,0,SPATA24
5,0,GDNF
445,0,AMN
66,0,FAM134A
36,0,NRTN
61,0,CACNA1E
170,0,DNMT1
60,0,SOAT1
399,0,MRPL47
128,0,COMMD4
314,0,PTGER2
31,0,PLCD4
127,0,OR2L13
141,0,GIN1
3,0,EGR4
294,0,MFAP5
146,0,FAM127B
340,0,IL2RA
3,0,MBIP
4,0,ADSSL1
86,0,TMEM80
10,0,SCLY
13,0,ABCB7
39,0,TRIM16
375,0,POU6F1
4,0,CACNG6
202,0,CAST
13,0,TLR3
73,0,MT1H
33,0,RYR1
476,0,CORO2A
6,0,QRFP
234,0,OXA1L
129,0,SCRN3
512,0,CTF1
514,0,CXCL16
146,0,FASTKD5
540,0,ZNF582
45,0,RPS6KA5
15,0,MYL10
197,0,UIMC1
38,0,OTUD4
73,0,HIST1H2BG
70,0,PIGS
23,0,KIF1B
45,0,KLKB1
390,0,CA11
28,0,KLRG1
4,0,GNMT
344,0,COL8A1
5,0,FGF23
297,0,HNRNPD
91,0,RPL36AL
327,0,SEC23A
2,0,PAPD7
2,0,IL4
291,0,RIN3
48,0,HSPB3
501,0,ZMYND11
97,0,RSRC1
103,0,ZDHHC3
91,0,HEY2
27,0,EPS8L3
131,0,MEOX1
10,0,ZNF280A
57,0,PPFIA4
19,0,MTHFD2L
8,0,PSMB4
21,0,AKR1C1
157,0,PDHA1
460,0,HLA-DMA
472,0,EPS8L1
37,0,TRIM47
95,0,FBXO38
22,0,CDKN2AIP
251,0,HLA-DQA1
3,0,SYCE2
15,0,ESRRB
25,0,RAPGEF1
10,0,MUC13
206,0,USP7
149,0,ZNF253
168,0,PPP6R2
6,0,FSIP1
10,0,RNF186
397,0,FAM161A
128,0,KLF3
49,0,SLC16A5
5,0,RAB33B
54,0,CMPK1
2,0,CCL27
59,0,APOBEC3A
58,0,FBF1
311,0,GALNT6
40,0,HNRNPH2
521,0,RECQL5
11,0,SH3BP4
241,0,OR2C3
284,0,ARFGAP1
16,0,PLXNB1
147,0,ZNF3
173,0,RAB32
238,0,LTV1
260,0,MAGEA11
15,0,HTR1E
70,0,ZNF672
10,0,SMG7
12,0,GALM
103,0,POLR3GL
2,0,OR14C36
287,0,DNAJB8
16,0,SYN1
210,0,CKAP2
136,0,DNAH5
493,0,CSRP1
183,0,SUCLG2
2,0,MMP13
2,0,RPS26
191,0,FYTTD1
8,0,NPY4R
181,0,TBX2
30,0,STAMBP
9,0,UHMK1
2,0,NOG
93,0,AGAP1
26,0,SH3BP5L
380,0,PLCL1
92,0,NUDT18
112,0,TRIM29
222,0,CCDC127
195,0,LAMB1
217,0,KIF22
16,0,RBPJL
60,0,TERF2
217,0,NOL11
11,0,SPRR1B
104,0,FOXC1
341,0,RASGRP2
269,0,SF1
2,0,SOX30
27,0,TMEM176B
196,0,AP4B1
3,0,MEGF9
16,0,CDH24
33,0,PGLYRP1
111,0,OTUD5
90,0,MPZL1
671,0,NAP1L3
53,0,NIT1
318,0,CD81
113,0,PLK3
321,0,PDHX
7,0,FZD8
68,0,MIP
7,0,PLBD2
440,0,PPFIA2
474,0,ZNF638
15,0,ELOVL5
10,0,BMPER
21,0,SH3TC2
3,0,ATG10
305,0,EBF4
2,0,OR2Y1
2,0,TRIM63
113,0,KCNE3
111,0,B3GALT4
63,0,FBXO28
24,0,AMPD1
256,0,TICAM1
8,0,GNE
514,0,ZNF337
9,0,AIMP1
22,0,BRE
398,0,DDX50
10,0,C1QL4
2,0,CABP2
2,0,PSMA1
46,0,ICK
17,0,HMBOX1
48,0,NFKBIA
10,0,FAM114A2
173,0,HNRNPA1
99,0,RASD2
10,0,HHIPL2
674,0,SSBP2
17,0,TUBA1B
359,0,FCER2
83,0,PNMA6A
36,0,MAST3
21,0,ZNF688
10,0,VPREB1
120,0,MIOS
78,0,CTBS
299,0,ANKZF1
176,0,MRTO4
147,0,SPTLC1
2,0,ZNF564
388,0,WBP1
219,0,BNIPL
431,0,ZNF439
19,0,DDX58
25,0,FEM1C
247,0,OTP
216,0,GLRX3
12,0,SLC26A6
86,0,PPP2R2B
87,0,CD59
211,0,GMEB1
30,0,SNRPB2
110,0,CRAT
41,0,DENND1A
46,0,SPRED2
18,0,DHRSX
4,0,ACOT12
96,0,GARS
50,0,SFMBT1
14,0,PVR
188,0,INADL
87,0,BET1
31,0,ILVBL
73,0,TIMM8A
65,0,P2RY12
107,0,MAMSTR
18,0,MYL2
157,0,EIF4B
47,0,HMG20A
211,0,MRPL16
74,0,IMPACT
3,0,GATA5
377,0,GLT8D1
380,0,PROCR
38,0,TMEM169
22,0,UAP1L1
40,0,CLCA4
225,0,SIRT1
143,0,NUP85
55,0,MYBL1
104,0,VMAC
6,0,RDH10
71,0,GFER
147,0,NAIP
699,0,FBXL7
3,0,TNFRSF21
288,0,EPN3
13,0,ZNF330
57,0,ESF1
629,0,ZBTB26
166,0,FCHSD2
14,0,MYOG
2,0,CYB5B
2,0,OR10Q1
501,0,SLC15A3
749,0,NAT14
41,0,PROP1
6,0,PON2
2,0,IL3
61,0,ABHD16A
55,0,EID2
126,0,KRT73
107,0,ZNF566
24,0,EHD4
384,0,ITGAM
47,0,CRIPT
516,0,CRB3
403,0,SRRT
18,0,HOXA4
122,0,STUB1
5,0,PPP5C
5,0,C19orf43
111,0,MUC20
358,0,FBXO15
537,0,COX5A
237,0,ZBTB8A
287,0,RENBP
24,0,FKBP14
359,0,PPP1R16A
188,0,GAMT
151,0,RPL11
127,0,CALCOCO2
295,0,IRF1
71,0,MCF2L2
154,0,SSNA1
32,0,NUMB
203,0,ZNF791
125,0,DUSP3
52,0,UPP1
256,0,C1QC
213,0,GPR15
21,0,SLIT1
145,0,PNOC
63,0,VTA1
92,0,PEX11G
31,0,CRHR2
100,0,UTP23
154,0,COL9A1
26,0,GDF6
22,0,NPHS1
2,0,SP7
91,0,NEBL
87,0,PTPN14
298,0,DDX51
101,0,KLC4
44,0,UBE2D3
31,0,UBL7
456,0,NPHP1
482,0,CAMSAP3
416,0,TROAP
262,0,SLC25A4
32,0,HESX1
134,0,TTLL12
69,0,FAM13C
20,0,ITGAD
60,0,ACP6
254,0,DALRD3
367,0,HNRNPH1
497,0,MYO1C
73,0,CASZ1
109,0,RORB
253,0,SLC32A1
183,0,CDK15
281,0,RWDD1
194,0,MANBA
244,0,PSMD7
3,0,TKTL1
30,0,DDX59
92,0,CD40
267,0,NLRP4
2,0,OR7A17
44,0,HIST1H2AD
11,0,CACNA1S
145,0,TLL1
481,0,PKD1
3,0,S100A5
57,0,EDA
20,0,CHST2
125,0,PDIA4
172,0,FCRLA
21,0,HIST1H2BF
146,0,SPC24
205,0,ABCE1
39,0,MUL1
14,0,GRIN2B
127,0,SPRED1
16,0,IFIT5
10,0,EVI5
239,0,PDLIM7
5,0,HEATR5A
180,0,C10orf82
27,0,IFNG
209,0,TMEM159
61,0,GNPTG
7,0,SH2D4B
238,0,ZNF649
848,0,ARHGAP30
2,0,LDHAL6A
199,0,SHANK2
319,0,ZFC3H1
337,0,CACNB3
548,0,SIRPG
290,0,DYDC1
316,0,PARP14
14,0,NEB
449,0,SLC25A27
295,0,SLC39A9
347,0,RHOV
36,0,SST
164,0,CPNE1
111,0,DMC1
199,0,ADRA1D
85,0,PDIA5
420,0,CDT1
9,0,CRABP1
75,0,PKN1
14,0,RALGAPA2
645,0,SASH3
44,0,HCG27
8,0,ZNF385B
126,0,RBM33
28,0,AKAP13
3,0,PNLIPRP3
296,0,NANOS2
99,0,TCF19
17,0,CNIH4
260,0,GINS4
42,0,UBE2Q1
2,0,OR4K13
135,0,NHLH2
353,0,SYNC
12,0,NOTUM
87,0,SHOC2
269,0,EPN1
32,0,GNA13
3,0,INSIG2
60,0,EREG
364,0,DPYSL2
109,0,ZNF138
157,0,ZNF611
147,0,SDF2L1
24,0,MFN2
9,0,KRT79
55,0,LNX1
46,0,ZNF773
6,0,IL6R
32,0,DIMT1
198,0,VPS37A
129,0,STT3A
110,0,PRRC1
353,0,MYO19
234,0,HAUS8
341,0,EGFL8
12,0,CIAO1
584,0,GSN
389,0,SIPA1
8,0,TMEM92
49,0,NSFL1C
2,0,MARCH3
11,0,PSEN2
161,0,MED11
115,0,PDE8B
416,0,TTC25
17,0,GP2
130,0,PVRL1
11,0,TMEM114
14,0,SSX2IP
639,0,SCAMP2
19,0,MYO1B
258,0,C1orf35
262,0,RCSD1
268,0,RORC
40,0,NRIP3
288,0,TLR4
4,0,SLC1A2
19,0,ADORA2B
685,0,DYNC2H1
154,0,UGT1A6
80,0,GTPBP2
736,0,DZIP3
625,0,SELM
8,0,MC4R
39,0,EXOG
5,0,PDK1
81,0,FAM103A1
3,0,LYPD3
535,0,APPBP2
59,0,TULP4
364,0,CXADR
52,0,CDKN3
16,0,OSBPL11
610,0,ARPC1B
3,0,NTSR2
153,0,ORAI2
602,0,GPR65
104,0,TTC24
214,0,CABP4
258,0,S100A6
28,0,SUMO2
418,0,CYC1
368,0,SMAD9
203,0,SHKBP1
292,0,AP1S3
43,0,RIN1
350,0,SLC25A10
574,0,PALLD
8,0,GABRA1
8,0,DSC1
221,0,YTHDF2
35,0,ASCC3
281,0,GRK4
225,0,FAM172A
402,0,PIBF1
16,0,PLOD1
457,0,ZNF519
120,0,RSL24D1
96,0,SLC9A8
113,0,ZNF260
707,0,CLIC4
499,0,SGCD
9,0,STXBP5
12,0,BLOC1S4
34,0,YARS2
197,0,ZNF621
70,0,ZNF574
15,0,POFUT1
3,0,MOG
529,0,DAPP1
100,0,CHRNA4
9,0,CRYBB3
457,0,FAM179B
138,0,KIF21A
