GenePage ID	Gene Symbol	Human Entrez ID	OMIM Gene ID	OMIM Disease IDs(|)	XB tropicalis ID	Entrez tropicalis ID	XB laevis.L ID	laevis.L Symbol	Entrez laevis.L ID	XB laevis.S ID	laevis.S Symbol	Entrez laevis.S ID
965084	slc18a3	6572	600336	617239	965085	780320	17337064	slc18a3.L	108696294	17337065	slc18a3.S	108703383
965092	gjb7	375519	611921		965093	100488401	17331434	gjb7.L	108716881	965096	gjb7.S	379517
965100	cox7c	1350	603774		965101	100329161	6254324	cox7c.L	447187	965105	cox7c.S	735150
965112	htr1e	3354	182132		965113	100380026	6489308	htr1e.L	108716883	17332429	htr1e.S	108717567
965119	cryba2	1412	600836	115900	965120	100496418	17332427	cryba2.L	495288	965123	cryba2.S	495288
965126	vil1	7429	193040		965127	100124960	17340563	vil1.L	108701306	965131	vil1.S	380195
965136	plcd4	84812	605939		965137	100379715	965139	plcd4.L	735225	17341735	plcd4.S	108702938
965149	grsf1	2926	604851		965150	100337653	17342835	grsf1.L	108701302	965155	grsf1.S	100158276
965158	dnpep	23549	611367		965159	548780	965164	dnpep.L	443951	17331197	dnpep.S	495491
965171	prkag3	53632	604976		965172	779860	17340818	prkag3.L	380124	6078209	prkag3.S	100127310
965183	tal2	6887	186855	613065	965184	100491656	17343533	tal2.L		17343534	tal2.S	108706352
965188	ints10	55174	611353		965189	100497258	6485735	ints10.L	108712228	17343538	ints10.S	
965195	hsph1	10808	610703		965196	394775	965201	hsph1.L	444063	6255940	hsph1.S	446527
965211	mb21d2				965212	100496005	6488683	mb21d2.L	108716976	17343327	mb21d2.S	108705271
965217	trappc8	22878	614136		965218	780318	965223	trappc8.L	398979	17343329	trappc8.S	432274
965231	vamp4	8674	606909		965232	549651	6486347	vamp4.L	108714410	17343942	vamp4.S	
965446	fmo3	2328	136132	602079	965447	548424	965452	fmo3.L	447265	17345267	fmo3.S	
965455	dbt	1629	248610	248600	965456	549717	965461	dbt.L	447616	17330237	dbt.S	108715687
965467	dph5	51611	611075		965468	448611	17341926	dph5.L		965473	dph5.S	380263
965478	suco				965479	100380027	6488150	suco.L	108714407	17333792	suco.S	108715674
965487	mettl13	51603	617987	605429	965488	733963	17346101	mettl13.L		965492	mettl13.S	414682
965497	cenpk	64105	611502		965498	100144669	17337946	cenpk.L	495196	6254294	cenpk.S	108707286
965506	fancd2os				965507	100036698	965510	fancd2os.L	496042	17330642	fancd2os.S	
965515	cacng2	10369	602911	614256	965516	100125024	6489394	cacng2.L		17338886	cacng2.S	
965521	sgsm3	27352	610440		965522	100170594	17331260	sgsm3.L	108714535	965525	sgsm3.S	100101321
965529	ippk				965530	780205	17331265	ippk.L	108714575	17331266	ippk.S	108715809
965536	lrp2bp				965537	100145071	17339510	lrp2bp.L		6078212	lrp2bp.S	432223
965546	emc4	51234	616245		965547	394471	965552	emc4.L	100101270	17331858	emc4.S	
965556	slc39a2	29986	612166		965557	100496006	6489028	slc39a2.L	108697069	17340080	slc39a2.S	
965561	dnmt1	1786	126375	604121|614116	965562	100151716	965566	dnmt1.L	399257	17332488	dnmt1.S	100036795
965579	tlcd3a	79850	611627		965580	548893	6485831	tlcd3a.L	108708327	17340637	tlcd3a.S	108709638
965587	rai2	10742	300217		965588	100144963	6488497	rai2.L	108708310	17345250	rai2.S	108709627
965594	smg8	55181	613175		965595	779744	6487367	smg8.L	108708313	17336521	smg8.S	108709628
965614	nars1	4677	108410		965615	100379908	965619	nars1.L	446783	17344681	nars1.S	108707326
965624	txnl1	9352	603049		965625	448593	17336559	txnl1.L	734269	965630	txnl1.S	446583
965637	epm2a	7957	607566	254780	965638	100170449	965656	epm2a.L	444115	17345290	epm2a.S	
965872	zc3h10				965873	493507	17334500	zc3h10.L	100036797	6078217	zc3h10.S	444300
965886	rps26	6231	603701	613309	965887	448703	965894	rps26.L	446739	17339650	rps26.S	108709834
965899	baz2a	11176	605682		965900	100126219	965905	baz2a.L	398712	17331406	baz2a.S	
965911	fam199x				965912	549487	965917	fam199x.L	444174	6255928	fam199x.S	446575
965924	golgb1	2804	602500		965925	100485163	17346548	golgb1.L	108711266	965928	golgb1.S	100137629
965931	slc28a2	9153	606208		965932	100496776	965935	slc28a2.L	446617	17337802	slc28a2.S	
965953	gatad1	57798	614518	614672	965954	100125784	6253912	gatad1.L	380295	17335991	gatad1.S	
965963	bbs5	129880	603650	209900|615983	965964	548992	965970	bbs5.L	447606	17345364	bbs5.S	
965975	sh3bgrl3	83442	615679		965976	100125146	17336569	sh3bgrl3.L	108707700	965980	sh3bgrl3.S	414560
965985	pigv	55650	610274	239300	965986	100380028	17343511	pigv.L	735121	965990	pigv.S	735121
965994	paics.1	10606	172439		965995	100488155	17334793	paics.1.L	379855	965998	paics.1.S	444677
966005	ociad2				966006	733710	966013	ociad2.L	734334	17343406	ociad2.S	108706587
966018	cep135	9662	611423	614673	966019	100145056	6078220	cep135.L	100381167	17331940	cep135.S	
966027	fmc1				966028	100135156	6486513	fmc1.L	108714472	17341300	fmc1.S	
966034	cenpm	79019	610152		966035	549929	966041	cenpm.L	735182	17332567	cenpm.S	
966047	rrp7a				966048	100127595	17341880	rrp7a.L	108714469	966051	rrp7a.S	495988
966056	tmem144				966057	100135165	966062	tmem144.L	100126624	17333148	tmem144.S	
966065	gria2	2891	138247		966066	100216082	17335084	gria2.L		6372211	gria2.S	100294514
966072	fam32a	26017	614554		966073	100145169	6485671	fam32a.L	108713052	17333756	fam32a.S	
966080	psme3ip1	80011	617766		966081	100145298	17338349	psme3ip1.L		966084	psme3ip1.S	380275
966091	enc1	8507	605173		966092	100271761	966096	enc1.L	399409	17346500	enc1.S	108707258
966103	ankdd1b				966104	100145596	6488628	ankdd1b.L	108717873	17336965	ankdd1b.S	108705359
966108	gsta1	2938	138359		966109	100127839	966113	gsta1.L	100036921	17336845	gsta1.S	446920
966119	bag2	9532	603882		966120	448388	17345585	bag2.L	108716921	6486531	bag2.S	108718008
966129	klhl31	401265	610749		966130	100495906	17336286	klhl31.L	108716909	6486569	klhl31.S	108718016
966136	fut9	10690	606865		966137	548391	17344998	fut9.L	108716340	6464323	fut9.S	100337597
966144	ogt	8473	300255	300997	966145	553157	966153	ogt.L	447694	17340091	ogt.S	
966158	arr3	407	301770	301010	966159	100124859	966163	arr3.L	398046	17344387	arr3.S	
966170	birc2	329	601712		966171	448041	966176	birc2.L	446568	17343783	birc2.S	100036859
966183	usp10	9100	609818		966184	448441	17339212	usp10.L	380335	966190	usp10.S	779202
966198	gas1	2619	139185		966199	780149	6486674	gas1.L	108714684	17330981	gas1.S	108706992
966208	slc35d2	11046	609182		966209	100493448	17338982	slc35d2.L		17338983	slc35d2.S	108706995
966213	ctsv	1515	603308		966214	448179	966220	ctsv.L	447313	17341076	ctsv.S	
966232	cacng7	59284	606899		966233	780206	17340491	cacng7.L	108696777	17340492	cacng7.S	108697821
966239	myadm	91663	609959		966240	448507	6255325	myadm.L	494734	17340498	myadm.S	108697818
966250	tlcd5				966251	100489109	17342273	tlcd5.L	108696424	17342274	tlcd5.S	
966255	hinfp	25988	607099		966256	496508	17342272	hinfp.L	444508	6256216	hinfp.S	446475
966269	rnf26	79102	606130		966270	779652	966276	rnf26.L	100037018	17333554	rnf26.S	
966284	abhd6	57406	616966		966285	100145783	6256516	abhd6.L	380544	6078225	abhd6.S	444738
966295	nudt7	283927	609231		966296	100379717	17343441	nudt7.L	108714042	17343442	nudt7.S	
966301	pak2	5062	605022		966302	733718	17340945	pak2.L	108717139	966306	pak2.S	399090
966310	fkbp11	51303	610571		966311	100491273	966314	fkbp11.L	447086	17337798	fkbp11.S	108709814
966319	nudt15	55270	615792	616903	966320	100492948	966323	nudt15.L	398640	17337801	nudt15.S	
966329	vipr2	7434	601970		966330	100145780	17346543	vipr2.L	108718633	17346544	vipr2.S	108719664
966332	larp4b	23185	616513		966333	100170485	6485608	larp4b.L	108718749	17338390	larp4b.S	108719833
966340	eif1ax	1964	300186		966341	448063	966348	eif1ax.L	414485	17330129	eif1ax.S	444500
966355	naa10	8260	300013	309800|300855	966356	493223	17338991	naa10.L	108698289	966363	naa10.S	380183
966368	sema3a	10371	603961	214800|614897	966369	100494110	966372	sema3a.L	378645	17330745	sema3a.S	108713058
966375	gnpda1	10007	601798		966376	100380029	17339594	gnpda1.L	108710925	966380	gnpda1.S	398943
966386	ift20	90410	614394		966387	493285	966393	ift20.L	398244	6253390	ift20.S	447756
966402	figla	344018	608697	612310	966403	549096	6253025	figla.L	495929	17334302	figla.S	
966413	slc23a2	9962	603791		966414	100145200	6486441	slc23a2.L	108711552	17342425	slc23a2.S	108712763
966418	sulf1	23213	610012		966419	100038259	6488695	sulf1.L	108719292	17342419	sulf1.S	108695332
966428	adhfe1	137872	611083		966429	394891	17334891	adhfe1.L		966434	adhfe1.S	100158357
966438	pygb	5834	138550		966439	100491051	17342994	pygb.L	108713966	966442	pygb.S	100037229
966446	ddx39a				966447	548754	17343058	ddx39a.L	380425	966454	ddx39a.S	379310
966464	prkg1	5592	176894	615436	966465	100494278	17333688	prkg1.L		17333689	prkg1.S	108697357
966470	pja2				966471	100379719	17341815	pja2.L	108717354	966475	pja2.S	414548
966480	lrrtm1	347730	610867		966481	100493874	17336652	lrrtm1.L	108697127	17336653	lrrtm1.S	108706502
966485	kyat1	883	600547		966486	496736	966491	kyat1.L	734936	17336656	kyat1.S	
966496	phyhd1				966497	100135401	17344780	phyhd1.L		6488152	phyhd1.S	108699957
966504	dolk	22845	610746	610768	966505	100380159	6078230	dolk.L	108704463	17330282	dolk.S	444437
966527	usp20	10868	615143		966528	100036606	966533	usp20.L	100158436	17346673	usp20.S	
966538	adam11	4185	155120		966539	100491446	966542	adam11.L	386622	17338529	adam11.S	108702544
966547	crhr1.1	1394	122561		966548	496451	17331515	crhr1.1.L		6487650	crhr1.1.S	108702557
966554	strada	92335	608626	611087	966555	493513	17340297	strada.L	108700855	6487047	strada.S	108702559
966564	ubtf	7343	600673	617672	966565	100135747	6254049	ubtf.L	399317	966569	ubtf.S	379116
966577	plcd3	113026	608795		966578	100497993	17339784	plcd3.L	108700851	17339785	plcd3.S	108702553
966582	zfand5	7763	604761		966583	549882	966589	zfand5.L	447639	6256228	zfand5.S	446430
966596	rrp9				966597	100497378	17341496	rrp9.L	108714613	966600	rrp9.S	100137676
966603	wbp11	51729	618083		966604	448171	17331553	wbp11.L	379655	966610	wbp11.S	414457
966617	zdhhc17	23390	607799		966618	100486328	17339815	zdhhc17.L	108711105	6487889	zdhhc17.S	108713139
966624	zfp36l1	677	601064		966625	780215	966631	zfp36l1.L	108699282	6254027	zfp36l1.S	399372
966641	garre1				966642	100493490	6488478	garre1.L	108714109	17330325	garre1.S	108704089
966648	rhpn2	85415	617932		966649	100145690	966653	rhpn2.L	494748	17330332	rhpn2.S	444802
966660	thap2	83591	612531		966661	100380030	17346713	thap2.L		6488731	thap2.S	108709647
966664	kmo	8564	603538		966665	448312	966670	kmo.L	734866	17345686	kmo.S	
966675	shmt1	6470	182144		966676	548668	966679	shmt1.L	380048	17346274	shmt1.S	
966684	rpl3l	6123	617416		966685	595000	966690	rpl3l.L	494722	17338074	rpl3l.S	108703223
966696	stub1	10273	607207	615768	966697	779800	966702	stub1.L	733415	17337388	stub1.S	108703244
966706	hs3st6				966707	100489739	6488427	hs3st6.L	108701670	17344583	hs3st6.S	
966711	hagh	3029	138760	614033	966712	100216043	6254719	hagh.L	734940	17331492	hagh.S	108703227
966740	birc5l	332	603352		966741	733575	966748	birc5l.L	398454	6254503	birc5l.S	735055
966759	thg1l				966760	100487878	966763	thg1l.L	495483	17335301	thg1l.S	
966768	rhbdf2	79651	614404	148500	966769	100036646	17344006	rhbdf2.L	108701131	6489195	rhbdf2.S	108702823
966777	jmjd6	23210	604914		966778	548957	6255376	jmjd6.L	444377	6078236	jmjd6.S	380206
966790	eprs1	2058	138295	617951	966791	100145057	17334113	eprs1.L	100158287	966795	eprs1.S	100158438
966798	prpf8	10594	607300	600059	966799	100380187	17334105	prpf8.L		966803	prpf8.S	379945
966808	cep76				966809	549585	966814	cep76.L	108719185	17340299	cep76.S	
966819	cryz	1429	123691		966820	448193	966825	cryz.L	445846	17339270	cryz.S	
966831	zranb2	9406	604347		966832	100135715	966836	zranb2.L	495123	6254045	zranb2.S	399332
966846	chd8	57680	610528	615032	966847	100192376	966850	chd8.L	108714926	17331966	chd8.S	108707032
966857	setx	23064	608465	602433|606002	966858	100145435	6487478	setx.L	108698224	17332758	setx.S	
966864	ift122	55764	606045	218330	966865	100127681	6487048	ift122.L	108714642	17342078	ift122.S	
966886	rho	6010	180380	136880|610445|613731	966887	100037900	966893	rho.L	380209	17342665	rho.S	108715858
966901	lmcd1	29995	604859		966902	100124907	17345969	lmcd1.L	108714627	17345970	lmcd1.S	108715852
966907	fbxo41	150726	609108		966908	779966	6488839	fbxo41.L	108697515	17345968	fbxo41.S	108706477
966912	arg1	383	608313	207800	966913	448358	6254072	arg1.L	380109	17337807	arg1.S	
966925	exosc3	51010	606489	614678	966926	100491278	966929	exosc3.L	734370	17345372	exosc3.S	
966934	scg3	29106	611796		966935	100125084	966939	scg3.L	373575	17337212	scg3.S	108712918
966943	hif1an	55662	606615		966944	394511	17344750	hif1an.L	108696241	966949	hif1an.S	432095
966954	eef1b2	1933	600655		966955	448658	966960	eef1b2.L	399326	17336618	eef1b2.S	
966969	dcp2	167227	609844		966970	549617	966975	dcp2.L	606489	17330266	dcp2.S	108707213
966980	rnft2				966981	100486948	966984	rnft2.L	446942	17343567	rnft2.S	108707177
966988	slc22a23	63027	611697		966989	100491610	17343571	slc22a23.L	108719114	6486153	slc22a23.S	108720074
966993	gmnn	51053	602842	616835	966994	496859	17335446	gmnn.L	398096	967001	gmnn.S	399373
967012	tdp2	51567	605764	616949	967013	549698	17333863	tdp2.L		967018	tdp2.S	100049743
967023	cops4	51138	616008		967024	549469	967031	cops4.L	100037119	17339673	cops4.S	
967036	coq2	27235	609825	607426|146500	967037	100486844	6487916	coq2.L	108711372	17331426	coq2.S	
967043	ccdc81				967044	100145462	17340236	ccdc81.L	108708759	17340237	ccdc81.S	
967046	alg8	79053	608103	608104|617874	967047	548388	17336759	alg8.L		967053	alg8.S	431849
967058	hikeshi	51501	614908	616881	967059	100037885	6255100	hikeshi.L	446847	17332052	hikeshi.S	
967069	sema6d	80031	609295		967070	100145190	967073	sema6d.L	733443	17340807	sema6d.S	108712914
967078	spata5l1				967079	780248	6487950	spata5l1.L	108711402	17332664	spata5l1.S	
967085	begain				967086	100127687	17337410	begain.L	108698778	6489062	begain.S	
967090	tmem50a	23585	605348		967091	100125157	17333255	tmem50a.L	443600	967095	tmem50a.S	734521
967103	sgpp2	130367	612827		967104	100489794	6256143	sgpp2.L	100036888	17342920	sgpp2.S	108717467
967110	atg4b	23192	611338		967111	779919	967116	atg4b.L	494717	17334209	atg4b.S	108718161
967121	thap4	51078	612533		967122	780282	17342330	thap4.L		6485982	thap4.S	108718160
967130	mfsd5				967131	548693	17333612	mfsd5.L		967136	mfsd5.S	100158364
967140	hoxc4	3221	142974		967141	100486039	6485721	hoxc4.L		17344104	hoxc4.S	
967145	aaas	8086	605378	231550	967146	100485071	6254870	aaas.L	446908	17344107	aaas.S	
967154	dcaf10				967155	548459	967162	dcaf10.L	379080	17335399	dcaf10.S	108703732
967167	ecpas	23392	616694		967168	733889	967172	ecpas.L	100037132	17343528	ecpas.S	
967177	rpl26	6154	603704	614900	967178	448683	967184	rpl26.L	108710952	17334815	rpl26.S	108713244
967189	ints6	26512	604331		967190	100496540	6254510	ints6.L	735021	967193	ints6.S	495417
967200	rps4x	6191	312760		967201	394507	17346803	rps4x.L	431998	967208	rps4x.S	779385
967217	pdcd11	22984	612333		967218	100327235	967222	pdcd11.L	779090	17338677	pdcd11.S	
967226	gsto2	119391	612314		967227	448662	967233	gsto2.L	100037104	17346237	gsto2.S	
967239	rabep1	9135	603616		967240	496481	967246	rabep1.L	100381053	17338083	rabep1.S	108709675
967250	pnpt1	87178	610316	614932|614934	967251	549787	17337486	pnpt1.L		6487436	pnpt1.S	108717762
967260	brd8	10902	602848		967261	779589	17335644	brd8.L	108710994	6486271	brd8.S	108713219
967268	kif20a	10112	605664		967269	496538	967274	kif20a.L	446474	17340572	kif20a.S	495414
967281	higd2a				967282	100135147	6255305	higd2a.L	494793	967285	higd2a.S	447689
967290	bloc1s2	282991	609768		967291	493563	967297	bloc1s2.L	100036972	17345387	bloc1s2.S	108697447
967300	mccc1	56922	609010	210200	967301	448313	17333813	mccc1.L		967306	mccc1.S	444497
967311	med6	10001	602984		967312	549046	6485711	med6.L	108699190	17334087	med6.S	
967320	eif2ak4	440275	609280	234810	967321	100216307	6486093	eif2ak4.L		17334433	eif2ak4.S	
967328	nid2	22795	605399		967329	100036716	967335	nid2.L	495003	17336747	nid2.S	108699786
967340	ptger2	5732	176804	208550	967341	100493226	17335036	ptger2.L	108698769	967342	ptger2.S	403391
967346	styx	6815	615814		967347	100216269	967350	styx.L	734588	6253970	styx.S	495329
967357	arf6.2	382	600464		967358	448503	967364	arf6.2.L	446512	17343122	arf6.2.S	399300
967374	clhc1				967375	100145484	17340453	clhc1.L	108716410	17340454	clhc1.S	
967379	thbd	7056	188040	612926|614486	967380	100485229	17343735	thbd.L	108716407	6487317	thbd.S	108716407
967384	gpcpd1	56261	614124		967385	100216176	967389	gpcpd1.L	735213	17331386	gpcpd1.S	108717755
967394	gpr75	10936	606704		967395	100498524	17339632	gpr75.L	444604	967398	gpr75.S	431972
967403	rpf2				967404	493256	17337714	rpf2.L		967409	rpf2.S	379998
967530	ccn6	8838	603400	208230	967531	100488354	17332253	ccn6.L	108716163	17332254	ccn6.S	
967536	ddx41	51428	608170	616871	967537	100491281	6485767	ddx41.L	108710973	17332255	ddx41.S	
967543	znf346	23567	605308		967544	100135716	17340414	znf346.L		967548	znf346.S	380471
967555	chst7	56548	300375		967556	100379720	967560	chst7.L	734885	17331639	chst7.S	108709731
967566	gtpbp6	8225	300124		967567	100487881	17337594	gtpbp6.L		967570	gtpbp6.S	447064
967575	zbtb40	9923	612106		967576	548670	6486186	zbtb40.L	108696572	17331035	zbtb40.S	108697655
967584	cdc42	998	116952	616737	967585	493389	6251832	cdc42.L	379055	17339258	cdc42.S	108697660
967602	ilvbl	10994	605770		967603	100145261	6255656	ilvbl.L	446685	17340386	ilvbl.S	
967609	p2ry10	27334	300529		967610	100495529	6254307	p2ry10.L	495152	17340392	p2ry10.S	108700164
967616	cetn1	1068	603187		967617	549903	17332223	cetn1.L	397814	967622	cetn1.S	379819
967633	htr2c	3358	312861		967634	100496012	17331591	htr2c.L	108698473	6255755	htr2c.S	108700167
967637	pls1	5357	602734		967638	100170476	6486660	pls1.L	108717068	17334857	pls1.S	108718138
967644	rps24	6229	602412	610629	967645	549379	967651	rps24.L	379419	17341570	rps24.S	
967657	kctd4				967658	100158517	17333398	kctd4.L	108708522	17333399	kctd4.S	108709793
967662	phaf1				967663	100494115	6488113	phaf1.L	108714024	17340966	phaf1.S	108715374
967669	cpn1	1369	603103	212070	967670	550020	17340960	cpn1.L	108696975	967677	cpn1.S	398791
967683	dnmbp	23268	611282		967684	100498526	6485925	dnmbp.L	108696177	17342735	dnmbp.S	108697463
967690	slc25a28	81894	609767		967691	780354	6254008	slc25a28.L	447330	6254369	slc25a28.S	444758
967703	fabp7	2173	602965		967704	548661	967710	fabp7.L	496060	17344269	fabp7.S	
967715	pak1	5058	602590		967716	100135731	17335559	pak1.L		967720	pak1.S	398126
967730	tmem126a	84233	612988	612989	967731	394682	5782577	tmem126a.L	379516	17336170	tmem126a.S	
967742	dusp23				967743	496838	6078250	dusp23.L	495348	17343071	dusp23.S	
967753	myadml2				967754	100486424	967757	myadml2.L	495162	17339008	myadml2.S	
967762	plscr1	5359	604170		967763	100216165	6256184	plscr1.L	734475	17344362	plscr1.S	
967774	dhx9	1660	603115		967775	733723	967780	dhx9.L	447207	17334976	dhx9.S	
967785	timm10	26519	602251		967786	394912	6251518	timm10.L	443956	6256179	timm10.S	734492
967799	med16	10025	604062		967800	780097	967806	med16.L	735082	17337917	med16.S	108706849
967811	lrrc47				967812	100145802	967815	lrrc47.L	379532	17339259	lrrc47.S	
967821	aadacl4				967822	100492051	17331826	aadacl4.L		967825	aadacl4.S	495387
967830	napg	8774	603216		967831	100135361	6254706	napg.L	734978	17340599	napg.S	
967839	ptpn9	5780	600768		967840	100158581	6486875	ptpn9.L		18005876	ptpn9.S	
967844	snupn	10073	607902		967845	100329139	967849	snupn.L	379149	17332447	snupn.S	108712980
967856	noa1	84273	614919		967857	100488516	6486382	noa1.L	108712021	17341190	noa1.S	
967863	dhodh	1723	126064	263750	967864	594963	967869	dhodh.L	432093	17333038	dhodh.S	
967875	tmed6				967876	496652	17330252	tmed6.L	108714065	6487845	tmed6.S	108715089
967881	def8				967882	448211	17345812	def8.L	446694	967887	def8.S	380579
967892	rpl38	6169	604182		967893	448672	967901	rpl38.L	447139	17337656	rpl38.S	108702700
967907	ddb1	1642	600045		967908	100485735	17343825	ddb1.L		967911	ddb1.S	399026
967917	tasl				967918	100490948	17343291	tasl.L	108708389	17343292	tasl.S	108709687
967922	lims1	3987	602567		967923	100216119	6255974	lims1.L	432196	6254900	lims1.S	444502
967933	ppp1cc	5501	176914		967934	407879	967940	ppp1cc.L	397767	17332984	ppp1cc.S	380598
967951	vps29	51699	606932		967952	448654	17332318	vps29.L		967958	vps29.S	444173
967964	p2rx4	5025	600846		967965	100489363	967968	p2rx4.L	398206	17335775	p2rx4.S	
967979	acad10	80724	611181		967980	100036613	6253462	acad10.L	733224	17345659	acad10.S	
968168	acad11	84129	614288		968169	100486957	6486737	acad11.L	108718967	17339185	acad11.S	
968173	atp2c1	27032	604384	169600	968174	100487845	6486564	atp2c1.L	108719984	17336005	atp2c1.S	108718958
968180	meltf	4241	155750		968181	100158653	6489377	meltf.L	108716984	17342111	meltf.S	108717448
968187	med24	9862	607000		968188	100491557	968191	med24.L	380085	17342116	med24.S	
968196	rev1	51455	606134		968197	100491842	17333963	rev1.L	108708422	968200	rev1.S	431964
968205	tsga10	80705	607166	617961	968206	100145206	968207	tsga10.L	398577	17334564	tsga10.S	
968211	mgat4a	11320	604623		968212	100124983	6078255	mgat4a.L	443870	17342666	mgat4a.S	108709721
968230	ssr4	6748	300090	300934	968231	100170417	968235	ssr4.L	397945	17343254	ssr4.S	398633
968246	mphosph8	54737	611626		968247	100145122	6486395	mphosph8.L	108708725	17333358	mphosph8.S	108709978
968253	taf2	6873	604912	615599	968254	100145691	17341518	taf2.L	108719394	968257	taf2.S	446230
968261	traf3	7187	601896	614849	968262	100498216	17333929	traf3.L	108698786	17333930	traf3.S	108699773
968266	crhr1.2	1394	122561		968267	100498637	17336578	crhr1.2.L	108700863	968270	crhr1.2.S	373580
968273	sp2	6668	601801		968274	549560	17342097	sp2.L	100137620	968279	sp2.S	735230
968285	wbp4	11193	604981		968286	734007	968292	wbp4.L	446748	17332144	wbp4.S	446577
968299	akap11	11215	604696		968300	100145197	17340307	akap11.L	108708518	6487248	akap11.S	108709787
968307	lama1	284217	150320	615960	968308	100488009	17330574	lama1.L		6485878	lama1.S	
968314	zbtb14	7541	602126		968315	100487514	968318	zbtb14.L	100049107	17339434	zbtb14.S	108695597
968323	fbxl14	144699	609081		968324	100487109	17330076	fbxl14.L	108704581	968327	fbxl14.S	399151
968334	pkd1l2	114780	607894		968335	100486136	6489306	pkd1l2.L		17338824	pkd1l2.S	
968341	egflam	133584	617683		968342	100485123	6486054	egflam.L	108718409	17331795	egflam.S	108707310
968348	phf12				968349	100036708	17331789	phf12.L	414625	968354	phf12.S	379902
968361	chchd4	131474	611077		968362	394473	968368	chchd4.L	414630	6255306	chchd4.S	494790
968375	zup1				968376	549978	17340023	zup1.L		968381	zup1.S	446425
968386	cdcp1	64866	611735		968387	100380031	6488368	cdcp1.L	108718974	17345197	cdcp1.S	
968394	rpl4	6124	180479		968395	100327250	968399	rpl4.L	380237	6255762	rpl4.S	398678
968413	ston2	85439	608467		968414	100379909	6486165	ston2.L		17340030	ston2.S	108699834
968417	hunk	30811	606532		968418	100145703	968421	hunk.L	414676	17345790	hunk.S	414675
968428	sv2a	9900	185860		968429	100379721	6489167	sv2a.L		17337037	sv2a.S	
968435	otud7b	56957	611748		968436	779455	6485934	otud7b.L	108699368	17345201	otud7b.S	108700352
968441	txnip	10628	606599		968442	100492126	968446	txnip.L	446457	17338825	txnip.S	108700347
968451	tnpo2	30000	603002		968452	100496325	968455	tnpo2.L	495499	17329970	tnpo2.S	495010
968462	prxl2b				968463	549974	6254580	prxl2b.L	447017	17339394	prxl2b.S	
968475	leng8	114823	616575		968476	100488131	968479	leng8.L	445852	17331239	leng8.S	108697788
968485	dhdh-like.1				968486	448579	968491	dhdh-like.1.L	444539	18005877	dhdh-like.1.S	
968496	dlc				968497	100124798	968501	dlc.L	379238	17343320	dlc.S	
968507	tmed10	10972	605406		968508	549012	968514	tmed10.L	779015	18005878	tmed10.S	379451
968524	fcf1				968525	448479	6252282	fcf1.L	414656	17334360	fcf1.S	108699842
968536	herc3	8916	605200		968537	100488790	968540	herc3.L	444030	17340564	herc3.S	
968555	herc6	55008	609249		968556	100487734	17343640	herc6.L	108710995	968559	herc6.S	444182
968564	fbxl5	26234	605655		968565	496483	968570	fbxl5.L	432131	17335521	fbxl5.S	380440
968578	qdpr	5860	612676	261630	968579	496990	17344232	qdpr.L	734473	968584	qdpr.S	734869
968591	klhl5	51088	608064		968592	100494234	6489115	klhl5.L		17346641	klhl5.S	
968596	gng3	2785	608941		968597	100038286	17340071	gng3.L		6486267	gng3.S	108715157
968604	eif3m	10480	609641		968605	448014	17335911	eif3m.L	108713808	968611	eif3m.S	379753
968616	gulp1	51454	608165		968617	100492919	17339791	gulp1.L	108701481	17339792	gulp1.S	108703075
968619	ncdn	23154	608458		968620	100494451	17344026	ncdn.L	108707713	968623	ncdn.S	494655
968628	amy2a	279	104650		968629	100125163	968633	amy2a.L	734698	17336497	amy2a.S	
968641	irf2bpl	64207	611720	618088	968642	100170574	968645	irf2bpl.L	447545	6254961	irf2bpl.S	379718
968652	noxred1				968653	780191	17345226	noxred1.L	108698687	17345227	noxred1.S	
968659	c9	735	120940	613825|615591	968660	496844	968665	c9.L	379504	17345223	c9.S	
968671	smchd1	23347	614982	158901|603457	968672	100380032	6486140	smchd1.L	108719212	17345811	smchd1.S	
968679	pnpla4	8228	300102		968680	100495026	968683	pnpla4.L	496144	17345816	pnpla4.S	
968688	lrrc40				968689	496765	968694	lrrc40.L	444098	17345474	lrrc40.S	
968699	rpe65	6121	180069	204100|613794	968700	100145692	968704	rpe65.L	447613	17346396	rpe65.S	379961
968712	cfap69	79846	617949	617959	968713	100494509	6487716	cfap69.L		17333357	cfap69.S	
968717	myh6	4624	160710	192600|614089|613252|613251|614090	968718	100216059	17333359	myh6.L	108714867	968721	myh6.S	432141
968730	rnf31	55072	612487		968731	100036616	17332760	rnf31.L		968737	rnf31.S	779341
968742	uchl5	51377	610667		968743	100124308	968747	uchl5.L	733154	17340311	uchl5.S	108715735
968757	ro60	6738	600063		968758	100497068	968761	ro60.L	378688	17332133	ro60.S	
968764	rgs1	5996	600323		968765	496714	17339795	rgs1.L	100036825	968769	rgs1.S	447113
968775	rgs2	5997	600861		968776	595010	968781	rgs2.L	495384	17331536	rgs2.S	399113
968788	anapc4	29945	606947		968789	100216159	968793	anapc4.L	414530	17333976	anapc4.S	
968798	rps19	6223	603474	105650	968799	100379722	17330928	rps19.L	108696796	968803	rps19.S	380489
968808	xrcc1	7515	194360	617633	968809	100380033	6256535	xrcc1.L	380403	17331534	xrcc1.S	108704966
