Gene Symbol	Human Entrez ID
cd226	10666
sqor	58472
bloc1s6	26258
vti1b	10490
zdhhc16	84287
hoga1	112817
keap1	9817
slc44a2	57153
ppil3	53938
gpr182	11318
zbtb39	
nab2	4665
mre11	4361
eif5	1983
trmt61a	
bag5	9529
nvl	4931
cnih3	
cdh4	1002
hrh3	11255
cmss1	
glra2	2742
tpk1	27010
tva2.2	
caps2	84698
jpt1	
recql5	9400
sap30bp	29115
trim65	
fbf1	85302
XB958104 [provisional:pcdhgb2]	
eif3h	8667
slc30a8	169026
ddx25	29118
hectd2	
clic5	53405
trpm6	140803
sppl2b	56928
slc38a10	124565
nploc4	55666
rbbp9	10741
dtd1	92675
slc24a3	57419
tm6sf1	53346
sh3gl3	6457
morc1	27136
trafd1	10906
rpl6	6128
lurap1l	286343
slc35a4	
rpl23	9349
mrpl45	84311
tph2	121278
pwwp2a	114825
cmya5	202333
lhfpl2	10184
tmem59l	25789
fkbp8	23770
stip1	10963
fkbp2	2286
bcl2l12	83596
tspan4	7106
kcnc3	3748
lpar1	1902
septin6	23157
aimp1	9255
znf511	
ube2j1	51465
mdn1	
prdm4	11108
hipk2	28996
map3k8	1326
mtpap	55149
tial1	7073
plekha6	22874
psmd3	5709
ppp1r1b	84152
echdc1	55862
sytl4	94121
anxa11	311
pcm1	5108
spa17	53340
ccs	9973
tmf1	7110
frmd4b	23150
armc2	
olfm2	93145
naaal	
dctpp1	79077
kcnk6	9424
alkbh7	84266
man2b1	4125
dhps	1725
acadl	33
mamdc4	158056
zdhhc20	253832
reep3	221035
ubp1	7342
agbl5	60509
mfsd10	10227
gpr173	54328
cox17	10063
popdc2	64091
wars2	10352
dcbld2	131566
snx18	
arl15	
glyr1	84656
rogdi	79641
zc3h7a	
plpp1	8611
thop1	7064
acbd3	64746
morn5	
anapc13.1	25847
tomm40l	
clstn2	64084
zbtb25	7597
emg1	10436
rbck1	10616
eef1d	1936
kics2	144577
llph	
pcmt1	5110
neu1	4758
cntrl	11064
creb3	10488
pthlh	5744
fbxo32	114907
stx5	6811
selenbp1	8991
snx27	81609
crabp2	1382
isg20l2	81875
dhrs4	10901
kcnj6	3763
sipa1l2	57568
mkrn1	23608
adck2	
wdr38	
ypel2	388403
elob	6923
cldn6.1	9074
ctsz	1522
hadha	3030
mical2	9645
syn2	6854
ninj1	4814
susd3	203328
dnm2	1785
cmtm8	152189
mink1	50488
hspa12a	259217
gtf2e1	2960
cyb5a	1528
ccdc77	
rpl7a	6130
med22	6837
atp6v0a1	535
rabac1	10567
fbln2	2199
pick1	9463
clic3	9022
dph7	92715
pnpla6	10908
rarres2	5919
cyba	1535
il17c	27189
mafk	7975
kif3c	3797
tbc1d17	79735
rock2	9475
aldh4a1	8659
eps15l1	58513
lrwd1	222229
galnt18	374378
dbh	1621
yars2	51067
slc22a15.1	55356
bcas2	10286
micu3	286097
dnmt3a	1788
acin1	22985
sh3bp5	9467
ppdpf	
olfr520	
adamts12	81792
dnaaf4	161582
gpbar1	151306
pcsk5	5125
mbp	4155
abcf2	10061
or52n4	
slc22a13	9390
pdrg1	81572
hsf2bp	11077
timm29	90580
atxn10	25814
pdcd4	27250
pitpnc1	26207
tmem63b	
neu4	129807
spns1	83985
sema5b	54437
mogat3	346606
dido1	11083
csnk2a1	1457
lats1	9113
chdh	
slx1a	548593
parva	55742
aldoa	226
or11h6	
adgrf3	
sctr	6344
pcdhgb5	56101
XB959836 [provisional:ifit5]	
senp8	123228
pomgnt1	55624
sf3b1	23451
pms1	5378
pdcd2	5134
trim67	440730
shprh	257218
plekhf2	79666
tp53inp1	94241
dpys	1807
cldn11	5010
nceh1	57552
ak4	205
cldnd1	
lpar3	23566
usp1	7398
drc7	
calb2	794
pak5	57144
pcsk2	5126
tspan33	340348
cpa1	1357
hic2	23119
rbm26	
cln5	1203
ube2f	140739
ppp1r1c	151242
itga4	3676
naa15	80155
slc7a11	23657
ung	7374
acacb	32
slc7a4	6545
wnt2b	7482
prdm13	59336
cerk	64781
abcc1	4363
det1	55070
or10a2	
sap30l	79685
cnot8	9337
hspa9	3313
slc23a1	9963
lrrc3b	
rpl15	6138
ntn3	4917
tmem127	55654
mrps24	64951
gnrh1	2796
brs3	680
dpysl4	10570
mmp21	118856
lzts1	11178
kdm6a	7403
efhc2	80258
pak6	56924
znf341	
phf20	51230
map2k5	5607
ing1	3621
ercc5	2073
gpr22	2845
ptpn21	11099
nrde2	
chga	1113
dhx36	170506
itgb6	3694
st8sia2	8128
pid1	55022
arhgef4	50649
kif1a	547
chd1	1105
dclk1	9201
hsd11b1	3290
tram2	9697
rp1l1	94137
b4galnt1	2583
fbxo34	55030
ap5m1	55745
olfml2b	
rwdd3	25950
gfi1	2672
tfg	10342
gas2l2	246176
usp32	84669
espn	83715
dclk2	166614
atg13	9776
znf408	79797
olfm3	118427
cdc14a	8556
klhl20	27252
nln	57486
shisal2b	
omd	
atp2b4	493
ugt8	7368
usp53	54532
iqcd	
castor1	652968
slc12a6	9990
uri1	8725
mc4r	4160
pign	23556
stk3	6788
cibar1	137392
fech	2235
st8sia3	51046
slc7a15	
cyp11a1	1583
dapk2	23604
pstpip1	9051
agps	8540
wipf1	7456
metap1d	254042
dync1i2	1781
acp3	55
trpm4	54795
lin7b	64130
gask1b	
npy5r	4889
msmo1	6307
sv2c	22987
tmem14a	28978
chst6	4166
mboat2	129642
pde12	201626
irak1bp1	134728
pdcd6	10016
camk2n2	94032
cul2	8453
zmynd11	10771
map7d2	
hcar3	8843
atp6v0a2	23545
dipk1b	138311
tmem230	29058
cpa6	57094
srp54	6729
nxnl1	115861
ch25h	9023
pde6b	5158
man2a1	4124
tbc1d13	54662
pnck	139728
mpp2	4355
rbm15b	29890
zmynd10	51364
mbnl2	10150
atf2	1386
plekha3	65977
adamts5	11096
trim13	10206
vnn1	
taar1	134864
taar2	9287
gid4	79018
st6galnac2	10610
aanat	15
ppa2	27068
ppp3cc	5533
tpd52l1	7164
syne3	161176
mc5r	4161
fam110b	90362
uck1	83549
col8a2	1296
tbc1d22b	55633
map7	9053
ncan	1463
lzts3	9762
cmklr2	2825
ndufs1	4719
cdk15	65061
eci2	10455
leprotl1	23484
yy1	7528
trim9	114088
gng2	54331
kcne4	23704
tpd52	7163
soat2	8435
palm2akap2	11217
palm2akap2	445815
slc25a51	
wdfy2	115825
arl1	400
reep2	51308
cox16	51241
ddhd1	80821
gch1	2643
mcm8	84515
slc22a16	85413
dbn1	1627
plcxd1	55344
rp2	6102
nipa1	123606
ggact	87769
eif2b3	8891
kif2c	11004
slc16a9	220963
rtn4rl1	146760
slc46a1	113235
pank1	53354
ptcd3	55037
pgpep1	54858
cep104	9731
fbxl4	26235
wwp2	11060
dusp3	1845
ppp1r32	
slc5a7	60482
lancl3	
gk	2710
morn3	
c2orf69	
bfsp2	8419
ankk1	255239
pigz	80235
znrf2	223082
has1	3036
zmym2	7750
mal2	114569
b3gat1	27087
snf8	11267
olfml1	
cplane1	65250
mrps25	64432
fgd5	152273
tmem43	79188
uroc1	131669
calhm5	
ppp1cb	5500
vps45	11311
ptprr	5801
cpsf6	11052
leng9	
adamts10	81794
med28	80306
cpeb2	132864
klf3	51274
foxp1	27086
tmem164	
pak3	5063
lhfpl1	340596
numbl	9253
egln2	112398
rexo1	57455
ehd3	30845
ngb	58157
eny2	
homez	57594
itga8	8516
tmem128l	
stx18	53407
stk32b	
msantd1	
psmd8	5714
fam98a	
chsy1	22856
tmem11	
bud31	8896
commd1	150684
st3gal1	6482
ate1	11101
rnf14.5	9604
ndfip1	80762
arhgap12	94134
exosc8	11340
klhl12	59349
ptgfr	5737
nol4l	
tp53bp2	7159
siae	54414
pcgf5	84333
tbrg1	84897
atp6v1c2	245973
plcxd3	345557
tbkbp1	9755
stx2	2054
arsb	411
setd9	
tmem215	
gja10	84694
pnmt	5409
tafa2	338811
crtam	56253
dnajc5b	85479
homer3	9454
lrrc2	79442
or10c1	
znf668	79759
wdr31	
alad	210
erp44	23071
cnr1	1268
lcp1	3936
gpr156	165829
sepsecs	51091
sgta	6449
atcay	85300
acmsd	130013
scara5	286133
c14orf93	
cdk8	1024
c1qtnf3	114899
tub	7275
nop2	4839
epb41l5	57669
slc13a4l	
gpr37	2861
kcne1	3753
cndp2	55748
htr6	3362
cep95	
p4ha3	283208
cacnb2	783
bco2l	
ldlr	3949
gtf2e2	2961
capsl	
rom1	6094
cyb5r3	1727
top1mt	116447
cog2	22796
aplf	200558
las1l	81887
lamp2	3920
smpd4	55627
eif2ak1	27102
lyrm1	57149
tpst2	8459
lad1	3898
nek7	140609
mrpl22	29093
nthl1	4913
ube2d4	
ebf3	253738
htra4	203100
pphln1	51535
snta1	6640
pafah1b2	5049
apoa1	335
arhgef7	8874
napepld	222236
nsun2	54888
pip4k2b	8396
efcab11	
marchf7	64844
letmd1	
prxl2a	84293
mcm6	4175
plin3	10226
sass6.2	163786
rcl1	10171
slc30a5	64924
tef	7008
rflnb	359845
usp3	9960
crabp1	1381
nek2	4751
elmod1	55531
usp2	9099
iah1	
rnf144a	
ccny	219771
gtpbp4	
orai1	84876
fam177a1	
c1ql1	10882
abhd17b	51104
mark1	4139
pigk	10026
senp6	26054
bak1	578
cav3.1	859
akap7	9465
ndufb8	4714
pard6g	84552
haus1	115106
chordc1	26973
pkia	5569
stmn2	11075
herc4	26091
chgb	1114
auh	549
vamp7	6845
dph1	1801
adat2	134637
api5	8539
ndufv2	4729
bmerb1	
deptor	64798
acaa1	30
gars1	2617
hoxb9	3219
ube3d	90025
timm50	92609
pigl	9487
pinlyp	
rwdd2b	10069
cenpo	79172
ctsw	1521
acsl5	51703
lrrc59	55379
icam5	7087
cables2	
slc7a6	9057
nectin3	25945
piwil1	9271
mgrn1	23295
rad51ap1	10635
tmem87b	84910
esam	90952
ubiad1	29914
st3gal4	6484
lrrc58	
lin9	286826
pmf1	11243
mblac1	
spsb4	92369
iffo2	
ccdc112	
mospd3	64598
tbc1d20.1	128637
xrra1	143570
uqcrh	7388
podn	127435
cyp4b1.2	1580
cpt2	1376
hspe1	3336
c6orf120	387263
slc40a1	30061
atp5mf	
pabpc1	26986
znf639	
mmachc	25974
med8	112950
pde4b	5142
aars1	16
st3gal2.1	6483
orc6	23594
znf319	
gng5	2787
lyrm7	90624
ism1	140862
hspa13	6782
c3orf38	
cul4b	8450
celf2	10659
pfkfb3	5209
mest	4232
pus1	80324
mmp17	4326
ufd1	7353
golga3	2802
ednrb	1910
commd6	170622
ccnf	899
pdilt	
ftcd	10841
neurod1	4760
ndufc1	4717
ucp1	7350
myo1h	283446
tchp	84260
ppil1	51645
glrx2	51022
snu13	4809
stxbp3	6814
eif3b	8662
mfap1	4236
cfap161	
tlnrd1	59274
ticrr	90381
prc1	9055
rcc1l	
rpl24	6152
cald1	800
abcg5	64240
ngly1	55768
slc4a7	9497
dctn5	84516
cntnap1	8506
acot8	10005
g6pc1.1	2538
cox5b.1	1329
npc1l1	29881
h2az2	
fahd2a	
myl7	58498
rnf181	51255
ints6l	
relb	5971
snrpd2	6633
fhl1	2273
fkrp	79147
ddhd2	23259
tm2d2	83877
rhobtb2	23221
atp6ap2	10159
cxorf38	
fundc1	139341
egln3	112399
trpc4ap	26133
blcap	10904
fam83d	
eif2s2	8894
fah	2184
iqch	64799
brf2	55290
slc6a17	388662
pgc-like.1	
XB964428 [provisional:pgc]	
prelp	5549
lig4	3981
pcid2	55795
mocs2	4338
mrps30	10884
hmces	56941
cidec	63924
efcab10	
cacna2d1	781
dnajc2	27000
fbxl7	23194
mastl	84930
enkur	219670
jph2	57158
gpr65	8477
ubr7	55148
mgam	8972
ssr3	6747
slitrk3	22865
baz2b	29994
wdsub1	
klhl25	
fbxo8	26269
gpc1	2817
copb2	9276
ppp1r7	5510
tm4sf20	79853
glb1l	
cxcr6	10663
psma2	5683
nfxl1	
rfc1	5981
rpl9	6133
plrg1	5356
cideb	27141
slitrk2	84631
fdft1	2222
paqr8	85315
pdk3	5165
phlpp2	23035
acsf3	197322
rpl13	6137
gas8	2622
tmprss12	
pip4k2c	79837
tsfm	10102
mgat3	4248
odr4	54953
arhgap29	9411
XB964897 [provisional:lrrc8c]	
glmn	11146
trappc2	6399
gale	2582
adgrg6	57211
thumpd2	80745
slc22a2	6582
rdh13	
csgalnact2	55454
slc18a3	6572
gjb7	375519
cox7c	1350
htr1e	3354
cryba2	1412
vil1	7429
plcd4	84812
grsf1	2926
dnpep	23549
prkag3	53632
tal2	6887
ints10	55174
hsph1	10808
mb21d2	
trappc8	22878
vamp4	8674
fmo3	2328
dbt	1629
dph5	51611
suco	
mettl13	51603
cenpk	64105
fancd2os	
cacng2	10369
sgsm3	27352
ippk	
lrp2bp	
emc4	51234
slc39a2	29986
dnmt1	1786
tlcd3a	79850
rai2	10742
smg8	55181
nars1	4677
txnl1	9352
epm2a	7957
zc3h10	
rps26	6231
baz2a	11176
fam199x	
golgb1	2804
slc28a2	9153
gatad1	57798
bbs5	129880
sh3bgrl3	83442
pigv	55650
paics.1	10606
ociad2	
cep135	9662
fmc1	
cenpm	79019
rrp7a	
tmem144	
gria2	2891
fam32a	26017
psme3ip1	80011
enc1	8507
ankdd1b	
gsta1	2938
bag2	9532
klhl31	401265
fut9	10690
ogt	8473
arr3	407
birc2	329
usp10	9100
gas1	2619
slc35d2	11046
ctsv	1515
cacng7	59284
myadm	91663
tlcd5	
hinfp	25988
rnf26	79102
abhd6	57406
nudt7	283927
pak2	5062
fkbp11	51303
nudt15	55270
vipr2	7434
larp4b	23185
eif1ax	1964
naa10	8260
sema3a	10371
gnpda1	10007
ift20	90410
figla	344018
slc23a2	9962
sulf1	23213
adhfe1	137872
pygb	5834
ddx39a	
prkg1	5592
pja2	
lrrtm1	347730
kyat1	883
phyhd1	
dolk	22845
usp20	10868
adam11	4185
crhr1.1	1394
strada	92335
ubtf	7343
plcd3	113026
zfand5	7763
rrp9	
wbp11	51729
zdhhc17	23390
zfp36l1	677
garre1	
rhpn2	85415
thap2	83591
kmo	8564
shmt1	6470
rpl3l	6123
stub1	10273
hs3st6	
hagh	3029
birc5l	332
thg1l	
rhbdf2	79651
jmjd6	23210
eprs1	2058
prpf8	10594
cep76	
cryz	1429
zranb2	9406
chd8	57680
setx	23064
ift122	55764
rho	6010
lmcd1	29995
fbxo41	150726
arg1	383
exosc3	51010
scg3	29106
hif1an	55662
eef1b2	1933
dcp2	167227
rnft2	
slc22a23	63027
gmnn	51053
tdp2	51567
cops4	51138
coq2	27235
ccdc81	
alg8	79053
hikeshi	51501
sema6d	80031
spata5l1	
begain	
tmem50a	23585
sgpp2	130367
atg4b	23192
thap4	51078
mfsd5	
hoxc4	3221
aaas	8086
dcaf10	
ecpas	23392
rpl26	6154
ints6	26512
rps4x	6191
pdcd11	22984
gsto2	119391
rabep1	9135
pnpt1	87178
brd8	10902
kif20a	10112
higd2a	
bloc1s2	282991
mccc1	56922
med6	10001
eif2ak4	440275
nid2	22795
ptger2	5732
styx	6815
arf6.2	382
clhc1	
thbd	7056
gpcpd1	56261
gpr75	10936
rpf2	
ccn6	8838
ddx41	51428
znf346	23567
chst7	56548
gtpbp6	8225
zbtb40	9923
cdc42	998
ilvbl	10994
p2ry10	27334
cetn1	1068
htr2c	3358
pls1	5357
rps24	6229
kctd4	
phaf1	
cpn1	1369
dnmbp	23268
slc25a28	81894
fabp7	2173
pak1	5058
tmem126a	84233
dusp23	
myadml2	
plscr1	5359
dhx9	1660
timm10	26519
med16	10025
lrrc47	
aadacl4	
napg	8774
ptpn9	5780
snupn	10073
noa1	84273
dhodh	1723
tmed6	
def8	
rpl38	6169
ddb1	1642
tasl	
lims1	3987
ppp1cc	5501
vps29	51699
p2rx4	5025
acad10	80724
acad11	84129
atp2c1	27032
meltf	4241
med24	9862
rev1	51455
tsga10	80705
mgat4a	11320
ssr4	6748
mphosph8	54737
taf2	6873
traf3	7187
crhr1.2	1394
sp2	6668
wbp4	11193
akap11	11215
lama1	284217
zbtb14	7541
fbxl14	144699
pkd1l2	114780
egflam	133584
phf12	
chchd4	131474
zup1	
cdcp1	64866
rpl4	6124
ston2	85439
hunk	30811
sv2a	9900
otud7b	56957
txnip	10628
tnpo2	30000
prxl2b	
leng8	114823
dhdh-like.1	
dlc	
tmed10	10972
fcf1	
herc3	8916
herc6	55008
fbxl5	26234
qdpr	5860
klhl5	51088
gng3	2785
eif3m	10480
gulp1	51454
ncdn	23154
amy2a	279
irf2bpl	64207
noxred1	
c9	735
smchd1	23347
pnpla4	8228
lrrc40	
rpe65	6121
cfap69	79846
myh6	4624
rnf31	55072
uchl5	51377
ro60	6738
rgs1	5996
rgs2	5997
anapc4	29945
rps19	6223
xrcc1	7515
tnks2	80351
etnppl	64850
klhl40	131377
arf5	381
gjc2	57165
nrip1	8204
serinc2	347735
scmh1	22955
ptafr	5724
lrrc4	64101
ccdc97	
lratd1	151354
spint1	6692
nat9	
slc10a3	8273
fam3a	60343
slc30a4	7782
ramac	83640
usp8	9101
btbd1	53339
sars1	6301
cyp46a1.3	10858
naca	4666
prim1	5557
fbxo38	81545
ddx1	1653
bbs10	79738
tsen54	283989
galk1	2584
sumo2	6613
unk	85451
cdr2l	
utp23	
ppp1r3c	5507
rpl36	25873
socs7	30837
casc3	22794
neurod6	63974
ube2a	7319
xpnpep2	7512
mtln	
sec23ip	11196
bag3	9531
sars2	54938
mrps12	6183
mien1	84299
dzank1	
timm8a	1678
cnot7	29883
vps37a	137492
ccdc32	
mylpf	29895
prxl2c	
dcaf15	
wdr83	84292
clpp	8192
isyna1	51477
tm4sf5	9032
kat8	84148
tubb4b	10383
hdhd3	
brd9	
pm20d2	135293
cpb2	1361
ddx28	55794
agpat3	56894
col8a1	1295
zswim4	
hspb3	8988
vcp	7415
aadac	13
slc39a3	29985
gng7	2788
pcsk4	54760
pdcl	5082
fhl2	2274
serpine1	5054
exosc4	54512
c5ar1	728
tbrg4	9238
eef2.1	1938
dapk3	1613
tbc1d31	
rps10	6204
wdr91	29062
wdr74	54663
slc25a39	51629
rpl35	
tada3	10474
pkmyt1	9088
naa20	51126
tmem177	
lrrc8d	55144
stt3b	201595
gpd1l	23171
tmem229a	
nme6	10201
cndp1	84735
ddx11	1663
abo.2	28
surf6	6838
abca2	20
zmynd19	116225
map3k2	10746
phf21b	112885
pex26	55670
ap4m1	9179
greb1	9687
mterf2	80298
ergic2	51290
cstf1	1477
mlx	6945
mpc1	51660
nfkb2	4791
usp21	27005
ptpa	5524
slc6a20	54716
sfxn1	94081
ccdc12	
cfap410	755
top2a	7153
sdhb	6390
cmtr1	23070
slc39a1	27173
fbl	2091
cbx2	84733
tmem50b	757
tmem147	10430
cela2a	63036
dennd5a	23258
fbxo24	26261
fam50a	9130
tsn	7247
myl1	4632
psmd12	5718
mrpl14	64928
nup50	10762
ssr2	6746
lsm10	84967
rhpn1	114822
ubr4	23352
ccm2l	
sult1a1	6817
bola2	552900
mrps33	51650
znf687	57592
rpl10	6134
npr1	4881
ppp4c	5531
vps4a	27183
slc50a1	55974
nrdc	4898
tmem59	9528
dpy30	84661
psmb1	5689
ywhaz	7534
rrm2b	50484
gnb4	59345
ndufb5	4711
cdc20	991
tm2d1	83941
leprot	54741
tcn2	6948
etaa1	54465
atp5f1c	509
sdf2l1	23753
ube2l3	7332
dgcr2	9993
adora2a	135
pik3ip1	
cdr2	1039
crym	1428
eri2	
cog7	91949
ears2	124454
sh3bp4	23677
kctd10	83892
prkab1	5564
emp1	2012
xrcc6	2547
mrpl46	26589
mrps11	64963
pex11a	8800
mespb	
cib1	10519
eif4h	7458
armt1	79624
zfp36l2	678
eml4	27436
cmc1	152100
jpt2	
spsb3	90864
ndufab1	4706
b9d1	27077
pcif1	
ube2c	11065
pgam2	5224
ebf2	64641
ppp2r2a	5520
trappc6a	79090
bnip3	664
clrn3	
tex36	
rbm22	55696
ap3m2	10947
lsm1	27257
oxnad1	
atp23	
nubpl	80224
dtd2	
manbal	
cryab	1410
gstm1	2944
dstyk	25778
rnpep	6051
proz	8858
f10	2159
fbxo4	26272
slc25a20.2	788
ip6k2	51447
sec61a1	29927
armc3	219681
atxn3	4287
tmem251	
slc33a1	9197
upp2	151531
agr2	10551
aadat	51166
otos	150677
cycs	54205
ccdc126	
klhl7	55975
glrx	2745
nudt12	83594
zmcm3	
pura	5813
nae1	8883
atf1	466
exoc5	10640
rpl3	6122
mdh2	4191
unc45b	146862
ghitm	
cyp3a4.1	1576
stk16	8576
mtap	4507
fktn	2218
smu1	55234
ubxn6	80700
cldn16	10686
ddb2	1643
nadsyn1	55191
usp14	9097
tmem241	85019
riok3	8780
rgs5	8490
sh3glb1	51100
lmo4.1	8543
mlana	2315
vldlr	7436
c22orf23	
lgals1.1	3956
dctd	1635
pip4p1	90809
polr2j	5439
mat2b	27430
use1	55850
ccne1	898
ccdc68	80323
stard6	147323
msgn1	343930
rnf149	
tmem185a	84548
ids	3423
arih1	25820
sytl1	84958
tmem165	55858
ppat	5471
mrpl57	78988
nenf	29937
rpsa	3921
gprc5a	9052
etfdh	2110
ube2d3	7323
ak6	
ing3	54556
idnk	414328
cpsf3	51692
amotl2	51421
fbxo45	200933
med4	29079
kansl2	54934
wdr45	11152
exoc3	11336
psmd2	5708
dnajb6	10049
cldn3	1365
cldn4	1364
ddx55	
eif2b1	1967
nudt16	131870
meig1	644890
leap2	116842
lars1	51520
pcna	5111
erh	2079
eapp	55837
fto	79068
gtf2a1l	11036
c8orf76	
wdr36	134430
gle1	2733
smc1a	8243
ccdc43	
eftud2	9343
cdc27	996
ddx42	11325
acy1.1	95
abhd14b	
neurod4	58158
copz1	22818
cbx5	23468
lnpk	80856
rps23	6228
zcchc9	
slc35b1	10237
ccdc181	
rps12	6206
tomm20	9804
atpaf2	91647
tha1p	
tmem220	
narf	26502
tysnd1	219743
ubxn2a	
sf3b6	51639
wdr77	79084
atp5pb	515
glrx5	51218
acadm	34
creg1	8804
XB972976 [provisional:rpl32]	
dbf4	10926
acp1	52
ptp4a1	7803
nr2c2ap	126382
dda1	
fbxl15	79176
ubox5	
c6orf62	
ndufb3	4709
clns1a	1207
me3	10873
ap1s3	130340
proc	5624
arl6ip6	151188
mmadhc	27249
ufm1	51569
slc25a15.2	10166
nek3	4752
dhrs9	10170
hddc3	
sfr1	119392
c1qbp	708
pmch	5367
chpt1	56994
nhp2	55651
b4galt7	11285
rtraf	51637
trmt6	
sncb	6620
nipa2	81614
rcvrn.1	5957
spout1	51490
taf9b	51616
cisd1	55847
tsc22d1	8848
poldip2	26073
snx3	8724
entpd7	57089
gnaq	2776
atp6v1d	51382
vangl2	57216
pex19	5824
iftap	
commd9	29099
chmp6	79643
arhgdia	396
alyref	10189
tm4sf4	7104
mgc89871	
cops7b	64708
cfd	1675
cox5a	9377
mpi	4351
stt3a	3703
mad2l2	10459
clmp	79827
sncg	6623
tat	6898
bet1l	51272
tmem138	51524
gpn3	
kcnip1	30820
stxbp4	252983
pomgnt2	84892
dcaf7	10238
far1	84188
fbxo21	23014
pebp1.2	5037
pole2	5427
nup155	9631
txnrd3	114112
bcl7b	9275
grpel1	80273
hba3	
hba2	3040
crbn	51185
tipin	54962
snapc5	10302
sel1l	6400
psmd6	9861
ube2i	7329
mrpl33	9553
paxbp1	94104
c21orf62	
trir	
plppr1	
med11	400569
eif2b2	8892
nek9	91754
b3galt6	126792
ints11	54973
cptp	80772
tmem128	
ica1	3382
mia	8190
eri1	90459
trip4	9325
commd4	54939
rpl10a	4736
mier1	57708
c6orf118	
cldn12	9069
thtpa	79178
pck2	5106
psme1	5720
pi4k2b	55300
ethe1	23474
cct8	10694
rmdn1	51115
gys1	2997
ech1	1891
ostc	
eif3i	8668
higd1a	
ugp2	7360
fabp3	2170
lmf2	
tardbp	23435
pmm1	5372
stx12	23673
cct4	10575
gchfr	2644
gatm	2628
adipor1	51094
mapre1	22919
spc24	147841
nemp1	23306
coa8	84334
psma7	5688
mtg2	26164
prmt7	54496
mrps7	51081
ankrd1	27063
sec23b	10483
pdia6	10130
c6.2	729
scamp1	9522
cdc6	990
e2f3	1871
rtcb	51493
bub1	699
rnf146	81847
polr3f	10621
rpl36a	6173
knstrn	90417
ddx49	
gtf2f1	2962
fam166a	
ier5l	
asb6	140459
lztfl1	54585
trip13	9319
mri1	84245
reep6	92840
parp1	142
sdhc	6391
gpaa1	8733
rnf5	6048
cul3	8452
nol7	51406
rhno1	83695
eef1g	1937
prmt5	10419
psmb5	5693
dusp1	1843
rad9a	5883
ppil4	85313
tab2	23118
copb1	1315
atp2a1	487
rtn3	10313
epgn	
get4	51608
wdr3	10885
alas1	211
npdc1.1	56654
edf1	8721
mvd	4597
tmem169	
prpf19	27339
iyd	389434
slc7a7	9056
dhfr	1719
ndufs2	4720
tars1	6897
gtf2h1	2965
slc1a3	6507
dnajc28	
taf10	6881
pggt1b	5229
tor4a	
iqcb1	9657
lbhd1	
fgfr1op2	26127
meaf6	64769
nit1	4817
eef1a2	1917
c1qtnf4	114900
pcbd1	5092
faim	55179
dpm3	54344
nudt1	4521
mob3c	
stil	6491
scp2	6342
ttc4	7268
serpinc1	462
mrps14	63931
gls	2744
tulp4	
zswim5	
hook1	51361
dnajc6	9829
mon2	23041
slc6a15	55117
ctbs	1486
c1orf52	
vac14	55697
wdr59	79726
mkks	8195
btbd3	22903
ndufaf5	79133
rbm11	54033
atp1b4	
atp6v1f	9296
tmem209	
mkln1	4289
zdhhc8	29801
dgcr8	54487
cldn5	7122
cdc45	8318
hira	7290
top3b	8940
ddt	1652
crkl	1399
upb1	51733
patz1	23598
limk2	3985
uqcrc2	7385
anks4b	257629
zp2	7783
dip2a	23181
dao	1610
rplp0	6175
fam184a	
ddx59	83479
fam102b	
slc25a24	29957
mlc1	23209
alg10	84920
alg10	84920
arl6ip1	23204
gde1	51573
rlbp1	6017
idh2	3418
pdia3	2923
c1qtnf1	114897
slc36a1	206358
amdhd2	
gorasp1	64689
wdr48	57599
rbfox3	146713
cant1	124583
vps25	84313
kctd9	54793
prkab2	5565
gpc4	2239
atp11c	286410
egr3	1960
adam9	8754
mid1ip1	58526
ddx20	11218
itch	83737
rbl1	5933
samhd1	25939
gss	2937
usp49	
pigw	284098
cars2	79587
bivm	
oxct1	5019
abtb1	80325
kmt2e	55904
gad2	2572
skida1	
zfp64	55734
dpm1	8813
ttpal	
calm1	801
dpp4	1803
grk7	131890
rbp2	5948
cab39	51719
lix1	167410
slc30a9	10463
rbm47	
tdo2	6999
sh3d19	152503
rps3a	6189
tdh	
stx1a	6804
prdx4	10549
rpap1	26015
psma3	5684
phf5a	84844
mgst3	4259
hsd17b7	51478
plppr4	9890
arhgap6	395
styxl1	51657
icmt	23463
acot7	11332
dhx57	
znf292	23036
rars2	57038
znf462	58499
fut10	84750
csgalnact1	55790
dnaja1	3301
tex26	
cat.2	847
rgs20	8601
mrpl15	29088
garem1	64762
dsc3	1825
s1pr1	1901
slc30a7	148867
ak3	50808
erbin	55914
enpep	2028
sec24c	9632
enpp6	133121
apex1	328
cyp4v2.2	285440
osgin2	734
pum2	23369
fmr1	2332
bet1	10282
chrna1	1134
scrn3	79634
sp3	6670
cdca7	83879
wdtc1	
ythdf2	51441
ints12	57117
adh5	128
agpat5	55326
pnisr	25957
dlg3	1741
nlgn3	54413
mmp7	4316
acat1	38
cav2	858
cdc14b	8555
rps7	6201
pdhb	5162
dvl3	1857
supt4h1	6827
zcchc8	55596
rsrc2	
renbp	5973
pmpca	23203
grm3	2913
uqcrq	27089
yipf5	81555
kif5c	3800
ift22	
vcpip1	80124
tmcc3	57458
ctrb1	1504
msh2	4436
cbx8	57332
gmip	51291
cnot6l	246175
odf2	4957
atp2b3	492
g6pc3.1	92579
tmem101	
higd1b	
myl4	4635
anxa1.1	301
apba1	320
